"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2016-09-30,"Middle Hill","PA","Pittsburgh","Allegheny","Pittsburgh",5184,1098,0.0110497237569061,0.0300187617260788,0.102409638554217,660
2016-09-30,"Hills Park","GA","Atlanta","Fulton","Atlanta",5185,2144,0.00610042233693102,0.0327552986512524,-0.0525850640742377,516
2016-09-30,"Stardust Skies Park","NM","Albuquerque","Bernalillo","Albuquerque",5186,1332,0.00301204819277108,-0.00149925037481259,0.0129277566539924,447
2016-09-30,"Neely","AL","Mobile","Mobile","Mobile",5187,733,0.00136612021857924,-0.00136239782016349,0.00825309491059147,822
2016-09-30,"Parkside","MD","Baltimore","Baltimore City","Baltimore",5188,1284,0,-0.00387897595034911,-0.0257966616084977,741
2016-09-30,"Parkwood Hills","WI","Madison","Dane","Madison",5189,2062,-0.0133971291866029,-0.0488929889298893,-0.04182156133829,487
2016-09-30,"Ingleside Terrace","CA","San Francisco","San Francisco","San Francisco",5190,5369,-0.0123252391464312,-0.017746066593487,0.0261850152905199,698
2016-09-30,"Rancho Sereno","NM","Albuquerque","Bernalillo","Albuquerque",5191,1387,0.00216763005780347,-0.00215827338129496,0.000721500721500722,685
2016-09-30,"Crompond","NY","New York","Westchester","Yorktown",5192,2981,-0.00500667556742323,-0.0267711394058113,0.0673111349803079,483
2016-09-30,"Hawthorne Hills","WA","Seattle","King","Seattle",5193,3233,0.00123877361412202,0.00999687597625742,0.0694674164737016,708
2016-09-30,"Cross Creek","GA","Atlanta","Fulton","Atlanta",5194,1453,0.0118384401114206,0.0483405483405483,0.148616600790514,979
2016-09-30,"Sandia","NM","Albuquerque","Bernalillo","Albuquerque",5195,1339,0.00450112528132033,0.000747384155455904,0.0128593040847201,586
2016-09-30,"Brownlee Park","MI","Battle Creek","Calhoun","Battle Creek",5196,709,-0.0125348189415042,-0.0353741496598639,-0.0744125326370757,646
2016-09-30,"Blue Ridge","WA","Seattle","King","Seattle",5197,2787,0.00577408877661494,0.0130861504907306,0.100710900473934,1072
